,follower
2019-09-15,2726
2019-09-16,7211
2019-09-17,7805
2019-09-18,7951
2019-09-19,13116
2019-09-21,18172
2019-09-22,19963
2019-09-23,20769
2019-09-24,21060
2019-09-25,21541
2019-09-26,21920
2019-09-27,22216
2019-09-28,22693
2019-09-29,23175
2019-09-30,24043
2019-10-01,24512
2019-10-02,25162
2019-10-03,25777
2019-10-04,26237
2019-10-05,26821
2019-10-06,27193
2019-10-07,27615
2019-10-08,27781
2019-10-09,28164
2019-10-10,28467
2019-10-11,28729
2019-10-12,29332
2019-10-13,29584
2019-10-14,29864
2019-10-15,30331
2019-10-16,30749
2019-10-17,31196
2019-10-18,31361
2019-10-19,31650
2019-10-20,31837
2019-10-21,32001
2019-10-22,32180
2019-10-23,32334
2019-10-24,32704
2019-10-25,32856
2019-10-26,33007
2019-10-27,33238
2019-10-28,33503
2019-10-29,33750
2019-10-30,33951
2019-10-31,34152
2019-11-01,34477
2019-11-02,34905
2019-11-03,35283
2019-11-04,35524
2019-11-05,35744
2019-11-06,36037
2019-11-07,36465
2019-11-08,36744
2019-11-09,37108
2019-11-10,37646
2019-11-11,37812
2019-11-12,38027
2019-11-13,38203
2019-11-14,38401
2019-11-15,38569
2019-11-16,38717
2019-11-17,38920
2019-11-18,39336
2019-11-19,39520
2019-11-20,39741
2019-11-21,39921
2019-11-22,40094
2019-11-23,40336
2019-11-24,40495
2019-11-25,40738
2019-11-26,40903
2019-11-27,41017
2019-11-28,41110
2019-11-29,41221
2019-11-30,41297
2019-12-01,41456
2019-12-02,41763
2019-12-03,42004
2019-12-04,42142
2019-12-05,42236
2019-12-06,42411
2019-12-07,42523
2019-12-08,42710
2019-12-10,42919
2019-12-11,43045
2019-12-12,43133
2019-12-13,43328
2019-12-14,43529
2019-12-15,43838
2019-12-16,43945
2019-12-17,44163
2019-12-18,44309
2019-12-19,44510
2019-12-20,44639
2019-12-21,44779
2019-12-22,44981
2019-12-23,45067
2019-12-24,45163
2019-12-25,45252
2019-12-26,45313
2019-12-27,45501
2019-12-28,46137
2019-12-29,46486
2019-12-30,46571
2019-12-31,46800
2020-01-01,46957
2020-01-02,47055
2020-01-03,47372
2020-01-04,47487
2020-01-05,47628
2020-01-06,47678
2020-01-07,47803
2020-01-08,47879
2020-01-09,47946
2020-01-10,48176
2020-01-11,48265
2020-01-12,48308
2020-01-13,48571
2020-01-14,48734
2020-01-15,49033
2020-01-16,49161
2020-01-17,49260
2020-01-18,49430
2020-01-19,49617
2020-01-20,49685
2020-01-21,49836
2020-01-22,52226
2020-01-23,55830
2020-01-24,56566
2020-01-25,57885
2020-01-26,59177
2020-01-27,60422
2020-01-28,61343
2020-01-29,62193
2020-01-30,62917
2020-01-31,63943
2020-02-01,65280
2020-02-02,66575
2020-02-03,67344
2020-02-04,68781
2020-02-05,69988
2020-02-06,71012
2020-02-07,71584
2020-02-08,72186
2020-02-09,72916
2020-02-10,73956
2020-02-11,74756
2020-02-12,75519
2020-02-13,75879
2020-02-14,76723
2020-02-15,77293
2020-02-16,78273
2020-02-17,78769
2020-02-18,79125
2020-02-19,79890
2020-02-20,80456
2020-02-21,81149
2020-02-22,81954
2020-02-23,82537
2020-02-24,82991
2020-02-25,83972
2020-02-26,84508
2020-02-27,86339
2020-02-28,89970
2020-02-29,90430
2020-03-01,91462
2020-03-02,92121
2020-03-03,92726
2020-03-04,93215
2020-03-05,93592
2020-03-06,94351
2020-03-07,94980
2020-03-08,95773
2020-03-09,96388
2020-03-10,97964
2020-03-11,98378
2020-03-12,99027
2020-03-13,99626
2020-03-14,100123
2020-03-15,100566
2020-03-16,101152
2020-03-17,101277
2020-03-18,101667
2020-03-19,102075
2020-03-20,102352
2020-03-21,102834
2020-03-22,103112
2020-03-23,103450
2020-03-24,103625
2020-03-25,104006
2020-03-26,104315
2020-03-27,104731
2020-03-28,104951
2020-03-29,105240
2020-03-30,105504
2020-03-31,105590
2020-04-01,106878
2020-04-02,107377
2020-04-03,108137
2020-04-04,108554
2020-04-05,108826
2020-04-06,109081
2020-04-07,109659
2020-04-08,109995
2020-04-09,110451
2020-04-10,110856
2020-04-11,111066
2020-04-12,111299
2020-04-13,111549
2020-04-14,111803
2020-04-15,112093
2020-04-16,112985
2020-04-17,113239
2020-04-18,113437
2020-04-19,113683
2020-04-20,113798
2020-04-21,113965
2020-04-22,114278
2020-04-23,114424
2020-04-24,114996
2020-04-25,115295
2020-04-26,115556
2020-04-27,115901
2020-04-28,116273
2020-04-29,116414
2020-04-30,116581
2020-05-01,116769
2020-05-02,116927
2020-05-03,117073
2020-05-04,117489
2020-05-05,117575
2020-05-06,117762
2020-05-07,117893
2020-05-08,118181
2020-05-09,118308
2020-05-10,118456
2020-05-11,118493
2020-05-12,119029
2020-05-13,119189
2020-05-14,119404
2020-05-15,119454
2020-05-16,119992
2020-05-17,120373
2020-05-18,120608
2020-05-19,120900
2020-05-20,121191
2020-05-21,121227
2020-05-22,121532
2020-05-23,121755
2020-05-24,122068
2020-05-25,122320
2020-05-26,122653
2020-05-29,123067
2020-05-30,123362
2020-05-31,123639
2020-06-01,124275
2020-06-02,124463
2020-06-05,124870
2020-06-06,125030
2020-06-07,125246
2020-06-08,125436
2020-06-09,125719
2020-06-10,125770
2020-06-11,125992
2020-06-12,126162
2020-06-13,126410
2020-06-14,126860
2020-06-16,127245
2020-06-18,127566
2020-06-19,128056
2020-06-20,128632
2020-06-21,128671
2020-06-24,129888
2020-06-25,130280
2020-06-26,130633
2020-06-27,130856
2020-06-29,131704
2020-06-30,132029
2020-07-01,132174
2020-07-02,132234
2020-07-03,132466
2020-07-04,132679
2020-07-05,132900
2020-07-06,133132
2020-07-07,133283
2020-07-08,133390
2020-07-09,133772
2020-07-10,134109
2020-07-11,134725
2020-07-12,135085
2020-07-13,135405
2020-07-15,135884
2020-07-18,136605
2020-07-20,136965
2020-07-23,137508
2020-07-25,138069
2020-07-26,138424
2020-07-28,138654
2020-07-29,138786
2020-07-30,139164
2020-07-31,139312
2020-08-01,139447
2020-08-02,139495
2020-08-05,140541
2020-08-06,140584
2020-08-07,141235
2020-08-08,141828
2020-08-16,143323
2020-08-17,143561
2020-08-18,143721
2020-08-19,143758
2020-09-02,144582
2020-09-03,144619
2020-09-26,145274
2020-09-27,145163
2020-10-04,144948
2020-10-13,145536
2020-10-18,145624
2020-10-19,145572
2020-10-20,145554
2020-10-21,146049
2020-10-22,146582
2020-10-23,147648
2020-10-24,148160
2020-10-25,148734
2020-10-26,149064
2020-10-27,147894
2020-10-28,147499
2020-10-29,147234
2020-10-31,146846
2020-11-01,146674
2020-11-08,146543
2020-11-11,146534
2020-11-12,146426
2020-11-13,146354
2020-11-15,146245
2020-11-17,146137
2020-11-18,146065
2020-11-24,145931
2020-11-25,145975
2020-12-01,145989
2020-12-09,145710
2020-12-12,145566
2020-12-15,145477
2020-12-16,145441
2020-12-27,145115
2020-12-30,145132
2021-01-03,145244
2021-01-07,145246
2021-01-16,145185
2021-01-21,145053
2021-01-24,145119
2021-01-27,145158
2021-02-02,145300
2021-02-05,145357
2021-02-10,145133
2021-02-13,145066
2021-02-15,145054
2021-02-16,144978
2021-02-22,144779
2021-02-26,144680
2021-02-27,144643
2021-03-01,144493
2021-03-03,144461
2021-03-04,144384
2021-03-24,143671
2021-03-27,143479
2021-04-03,143440
2021-04-07,143371
2021-04-15,143581
2021-04-16,143775
2021-04-17,144009
2021-04-18,144118
2021-04-22,144085
2021-04-26,144023
2021-04-30,143961
2021-05-04,143901
2021-05-08,143853
2021-05-15,143673
2021-05-17,143564
2021-05-19,143528
2021-05-26,143234
2021-06-06,142833
2021-06-08,142761
2021-06-20,142100
2021-06-21,142028
2021-06-26,141811
2021-06-28,141701
2021-07-01,141553
2021-07-05,141372
2021-07-16,140788
2021-07-20,140532
2021-07-23,140386
2021-07-25,140241
2021-07-26,140168
2021-07-28,139984
2021-07-29,139908
2021-07-30,139835
2021-08-05,139391
2021-08-06,139318
2021-08-08,139172
2021-08-09,139099
2021-08-13,138763
2021-08-14,138691
2021-08-16,138505
2021-08-18,138359
2021-08-21,138141
2021-08-25,137883
2021-08-26,137847
2021-08-27,137809
2021-08-29,137699
2021-09-05,137409
2021-09-16,136980
2021-09-25,136652
2021-09-27,136580
2021-10-01,136395
2021-10-04,136248
2021-10-05,136172
2021-10-08,136022
2021-10-20,135476
2021-10-21,135440
2021-10-22,135404
2021-10-23,135368
2021-11-02,135001
2021-11-03,134964
2021-11-07,134825
2021-11-16,134493
2021-11-18,134419
2021-11-19,134383
2021-12-05,133379
2021-12-09,133120
2021-12-10,133046
2021-12-12,132822
2021-12-14,132672
2021-12-19,132454
2021-12-24,132233
2021-12-26,132122
2021-12-27,132086
2021-12-28,132050
2021-12-29,132014
2022-01-04,131717
2022-01-05,131680
2022-01-06,131644
2022-01-07,131571
2022-01-11,131422
2022-01-15,131234
2022-01-17,131086
2022-01-23,130866
2022-01-24,130828
2022-02-01,130257
2022-02-04,130083
2022-02-07,129873
2022-02-10,129652
2022-02-11,129542
