,follower
2019-06-15,496
2019-06-16,593
2019-06-17,637
2019-06-18,1146
2019-06-19,1374
2019-06-20,1463
2019-06-21,1523
2019-06-22,1616
2019-06-23,1677
2019-06-24,1735
2019-06-25,1879
2019-06-26,2102
2019-06-27,2177
2019-06-28,2214
2019-06-29,2288
2019-06-30,2361
2019-07-01,2415
2019-07-02,2447
2019-07-03,2487
2019-07-04,2523
2019-07-05,2568
2019-07-06,2673
2019-07-07,2815
2019-07-08,3119
2019-07-09,3279
2019-07-10,3411
2019-07-11,3475
2019-07-12,3538
2019-07-13,3575
2019-07-14,3670
2019-07-15,3766
2019-07-16,3920
2019-07-17,4068
2019-07-18,4329
2019-07-19,4652
2019-07-20,4963
2019-07-21,5325
2019-07-22,5331
2019-07-23,5343
2019-07-24,5390
2019-07-25,5466
2019-07-26,5564
2019-07-27,5677
2019-07-28,5799
2019-07-29,5910
2019-07-30,6012
2019-07-31,6073
2019-08-01,6180
2019-08-02,6319
2019-08-03,6394
2019-08-04,6478
2019-08-05,6589
2019-08-06,6664
2019-08-07,6980
2019-08-08,7326
2019-08-09,7556
2019-08-10,7957
2019-08-11,8198
2019-08-12,8239
2019-08-13,8290
2019-08-14,8360
2019-08-15,8433
2019-08-16,8532
2019-08-17,8651
2019-08-18,8727
2019-08-19,8796
2019-08-20,8970
2019-08-21,9122
2019-08-22,9288
2019-08-23,9436
2019-08-24,9604
2019-08-25,9740
2019-08-26,9802
2019-08-27,9921
2019-08-28,10005
2019-08-29,10140
2019-08-30,10197
2019-08-31,10257
2019-09-01,10287
2019-09-02,10317
2019-09-03,10361
2019-09-04,10403
2019-09-05,10439
2019-09-06,10481
2019-09-07,10512
2019-09-08,10565
2019-09-09,10630
2019-09-10,10672
2019-09-11,10727
2019-09-12,10768
2019-09-13,10784
2019-09-14,10806
2019-09-15,10841
2019-09-16,11000
2019-09-17,11200
2019-09-18,11236
2019-09-19,11336
2019-09-21,11739
2019-09-22,11882
2019-09-23,11913
2019-09-24,11979
2019-09-25,12074
2019-09-26,12155
2019-09-27,12210
2019-09-28,12300
2019-09-29,12414
2019-09-30,12500
2019-10-01,12621
2019-10-02,12788
2019-10-03,12893
2019-10-04,13015
2019-10-05,14392
2019-10-06,14759
2019-10-07,14992
2019-10-08,15078
2019-10-09,15383
2019-10-10,15553
2019-10-11,15715
2019-10-12,15865
2019-10-13,15990
2019-10-14,16071
2019-10-15,16178
2019-10-16,16260
2019-10-17,16399
2019-10-18,16496
2019-10-19,16677
2019-10-20,16802
2019-10-21,16849
2019-10-22,16899
2019-10-23,16922
2019-10-24,16962
2019-10-25,17007
2019-10-26,17080
2019-10-27,17129
2019-10-28,17234
2019-10-29,17318
2019-10-30,17356
2019-10-31,17402
2019-11-01,17444
2019-11-02,17533
2019-11-03,17613
2019-11-04,17764
2019-11-05,17860
2019-11-06,17951
2019-11-07,18039
2019-11-08,18114
2019-11-09,18218
2019-11-10,18324
2019-11-11,18413
2019-11-12,18504
2019-11-13,18639
2019-11-14,18738
2019-11-15,18842
2019-11-16,18935
2019-11-17,19065
2019-11-18,19156
2019-11-19,19226
2019-11-20,19344
2019-11-21,19446
2019-11-22,19539
2019-11-23,19620
2019-11-24,19707
2019-11-25,19748
2019-11-26,19816
2019-11-27,19874
2019-11-28,20060
2019-11-29,20146
2019-11-30,20264
2019-12-01,20422
2019-12-02,20682
2019-12-03,20837
2019-12-04,20969
2019-12-05,21090
2019-12-06,21335
2019-12-07,21648
2019-12-08,21863
2019-12-09,21930
2019-12-10,21974
2019-12-11,22014
2019-12-12,22113
2019-12-13,22257
2019-12-14,22294
2019-12-15,22350
2019-12-16,22435
2019-12-17,22533
2019-12-18,22605
2019-12-19,22647
2019-12-20,22721
2019-12-21,22799
2019-12-22,22914
2019-12-23,22977
2019-12-24,23052
2019-12-25,23104
2019-12-26,23148
2019-12-27,23195
2019-12-28,23304
2019-12-29,23370
2019-12-30,23458
2019-12-31,23562
2020-01-01,23628
2020-01-02,23709
2020-01-03,23770
2020-01-04,23834
2020-01-05,23869
2020-01-06,23943
2020-01-07,24023
2020-01-08,24076
2020-01-09,24125
2020-01-10,24178
2020-01-11,24229
2020-01-12,24294
2020-01-13,24397
2020-01-14,24511
2020-01-15,24621
2020-01-16,24662
2020-01-17,24704
2020-01-18,24785
2020-01-19,24849
2020-01-20,24943
2020-01-21,25034
2020-01-22,25082
2020-01-23,25295
2020-01-24,25450
2020-01-25,25591
2020-01-26,25759
2020-01-27,25962
2020-01-28,26120
2020-01-29,26225
2020-01-30,26372
2020-01-31,26569
2020-02-01,26741
2020-02-02,26943
2020-02-03,27119
2020-02-04,27330
2020-02-05,27573
2020-02-06,27669
2020-02-07,27797
2020-02-08,27919
2020-02-09,28053
2020-02-10,28182
2020-02-11,28312
2020-02-12,28422
2020-02-13,28511
2020-02-14,28623
2020-02-15,28703
2020-02-16,28814
2020-02-17,28869
2020-02-18,28973
2020-02-19,29104
2020-02-20,29426
2020-02-21,29565
2020-02-22,29968
2020-02-23,30921
2020-02-24,31667
2020-02-25,31752
2020-02-26,31809
2020-02-27,31921
2020-02-28,32043
2020-02-29,32103
2020-03-01,32190
2020-03-02,32288
2020-03-03,32334
2020-03-04,32453
2020-03-05,32507
2020-03-06,32585
2020-03-07,32724
2020-03-08,32871
2020-03-09,32984
2020-03-10,33107
2020-03-11,33257
2020-03-12,33377
2020-03-13,33571
2020-03-14,33646
2020-03-15,33822
2020-03-16,33904
2020-03-17,33985
2020-03-18,34089
2020-03-19,34248
2020-03-20,34390
2020-03-21,34481
2020-03-22,35065
2020-03-23,35203
2020-03-24,35377
2020-03-25,35572
2020-03-26,35728
2020-03-27,35832
2020-03-28,35934
2020-03-29,37620
2020-03-30,37608
2020-03-31,37715
2020-04-01,37821
2020-04-02,38008
2020-04-03,38114
2020-04-04,38156
2020-04-05,38249
2020-04-06,38308
2020-04-07,38401
2020-04-08,38509
2020-04-09,38609
2020-04-10,38678
2020-04-11,38749
2020-04-12,38818
2020-04-13,38879
2020-04-14,39013
2020-04-15,39113
2020-04-16,39215
2020-04-17,39360
2020-04-18,39549
2020-04-19,39672
2020-04-20,39803
2020-04-21,39913
2020-04-22,40001
2020-04-23,40123
2020-04-24,40201
2020-04-25,40313
2020-04-26,40505
2020-04-27,40588
2020-04-28,40708
2020-04-29,40784
2020-04-30,40906
2020-05-01,40960
2020-05-02,41024
2020-05-03,41074
2020-05-04,41165
2020-05-05,41285
2020-05-06,41408
2020-05-07,41529
2020-05-08,41580
2020-05-09,41612
2020-05-10,41770
2020-05-12,41868
2020-05-13,41914
2020-05-14,42099
2020-05-18,42645
2020-05-19,42776
2020-05-22,43043
2020-05-23,42566
2020-05-25,42865
2020-05-27,43104
2020-05-29,43239
2020-05-30,43383
2020-06-01,43643
2020-06-05,43919
2020-06-06,44119
2020-06-07,44283
2020-06-09,44394
2020-06-10,44434
2020-06-15,44738
2020-06-19,45056
2020-06-21,45353
2020-06-23,45458
2020-06-25,45579
2020-07-06,46219
2020-07-08,46306
2020-07-12,46660
2020-07-13,46720
2020-07-15,46837
2020-07-16,46915
2020-07-23,47290
2020-07-25,47424
2020-07-26,47467
2020-07-28,47606
2020-07-31,47882
2020-08-02,47993
2020-08-06,48374
2020-08-08,48602
2020-08-16,49702
2020-08-18,49891
2020-08-21,50112
2020-08-24,50863
2020-08-25,51687
2020-09-02,52289
2020-09-03,52367
2020-09-27,54131
2020-10-01,54154
2020-10-03,54231
2020-10-06,54330
2020-10-12,54485
2020-10-16,54502
2020-10-20,54544
2020-10-24,54675
2020-11-01,54921
2020-11-05,54997
2020-11-15,55329
2020-11-17,55368
2020-11-22,55503
2020-11-25,55602
2020-11-27,55674
2020-12-01,55742
2020-12-05,55818
2020-12-06,56488
2020-12-11,56572
2020-12-14,56675
2020-12-20,56885
