,follower
2019-10-01,12175
2019-10-02,12445
2019-10-03,12605
2019-10-04,12778
2019-10-05,12964
2019-10-06,13145
2019-10-07,13318
2019-10-08,13446
2019-10-09,13579
2019-10-10,13699
2019-10-11,13824
2019-10-12,13937
2019-10-13,14036
2019-10-14,14183
2019-10-15,14565
2019-10-16,14831
2019-10-17,15024
2019-10-18,15040
2019-10-19,15190
2019-10-20,15279
2019-10-21,15355
2019-10-22,15411
2019-10-23,15455
2019-10-24,15515
2019-10-25,15597
2019-10-26,15718
2019-10-27,15786
2019-10-28,16163
2019-10-29,16386
2019-10-30,16459
2019-10-31,16513
2019-11-01,16734
2019-11-02,16809
2019-11-03,16900
2019-11-04,17045
2019-11-05,17121
2019-11-06,17172
2019-11-07,17235
2019-11-08,17296
2019-11-09,17348
2019-11-10,17406
2019-11-11,17442
2019-11-12,17484
2019-11-13,17692
2019-11-14,17776
2019-11-15,17840
2019-11-16,17908
2019-11-17,18126
2019-11-18,18204
2019-11-19,18254
2019-11-20,18313
2019-11-21,18385
2019-11-22,18448
2019-11-23,18554
2019-11-24,18620
2019-11-25,18680
2019-11-26,18792
2019-11-27,18829
2019-11-28,18880
2019-11-29,18914
2019-11-30,18990
2019-12-01,19104
2019-12-02,19350
2019-12-03,19466
2019-12-04,19546
2019-12-05,19637
2019-12-06,19854
2019-12-07,20222
2019-12-08,20355
2019-12-09,20381
2019-12-10,20395
2019-12-11,20416
2019-12-12,20471
2019-12-13,20545
2019-12-14,20544
2019-12-15,20572
2019-12-16,20599
2019-12-17,20622
2019-12-18,20621
2019-12-19,20635
2019-12-20,20724
2019-12-21,20760
2019-12-22,20821
2019-12-23,20861
2019-12-24,20885
2019-12-25,20911
2019-12-26,20929
2019-12-27,20942
2019-12-28,21050
2019-12-29,21155
2019-12-30,21166
2019-12-31,21215
2020-01-01,21332
2020-01-02,21340
2020-01-03,21357
2020-01-04,21373
2020-01-05,21424
2020-01-06,21417
2020-01-07,21450
2020-01-08,21460
2020-01-09,21482
2020-01-10,21501
2020-01-11,21573
2020-01-12,21691
