,follower
2020-03-11,17964
2020-03-12,18033
2020-03-13,18101
2020-03-14,18185
2020-03-15,18220
2020-03-16,18250
2020-03-17,18348
2020-03-18,18412
2020-03-19,18456
2020-03-20,18529
2020-03-21,18554
2020-03-22,18632
2020-03-23,18667
2020-03-24,18780
2020-03-25,18816
2020-03-26,18865
2020-03-27,18885
2020-03-28,18925
2020-03-29,18947
2020-03-30,18959
2020-03-31,19006
2020-04-01,19068
2020-04-02,19120
2020-04-03,19146
2020-04-04,19144
2020-04-05,19155
2020-04-06,19174
2020-04-07,19183
2020-04-08,19198
2020-04-09,19220
2020-04-10,19236
2020-04-11,19239
2020-04-12,19288
2020-04-13,19367
2020-04-14,19459
2020-04-15,19489
2020-04-16,19510
2020-04-17,19540
2020-04-18,19906
2020-04-19,20616
2020-04-20,20962
2020-04-21,21174
2020-04-22,21323
2020-04-23,21466
2020-04-24,21666
2020-04-25,21870
2020-04-26,22034
2020-04-27,22154
2020-04-28,22288
2020-04-29,22406
2020-04-30,22574
2020-05-01,22739
2020-05-02,22881
2020-05-03,23000
2020-05-04,23143
2020-05-05,23258
2020-05-06,23359
2020-05-07,23482
2020-05-08,23596
2020-05-09,24008
2020-05-10,24233
2020-05-11,24258
2020-05-12,24526
2020-05-13,24668
2020-05-14,25072
2020-05-15,25128
2020-05-16,25870
2020-05-17,26134
2020-05-18,26315
2020-05-22,27108
2020-05-23,27501
2020-05-24,27750
2020-05-26,27975
2020-05-27,28091
2020-05-28,28307
2020-05-30,28622
2020-06-02,29008
2020-06-04,29330
2020-06-05,29483
2020-06-08,30418
2020-06-09,30504
2020-06-11,31132
2020-06-12,31283
2020-06-13,31498
2020-06-15,31795
2020-06-20,32467
2020-06-21,32689
2020-06-23,32974
2020-06-25,33389
2020-06-27,33750
2020-07-03,34474
2020-07-04,34734
2020-07-05,35023
2020-07-06,35364
2020-07-08,35819
2020-07-09,35991
2020-07-10,36203
2020-07-11,36531
2020-07-12,36829
2020-07-13,37041
2020-07-14,37331
2020-07-15,37494
2020-07-16,37725
2020-07-17,37920
2020-07-18,38123
2020-07-20,38524
2020-07-26,39463
2020-07-28,39776
2020-07-29,39940
2020-07-30,40083
2020-07-31,41922
2020-08-01,42416
2020-08-02,43185
2020-08-08,44126
2020-08-09,44175
2020-08-16,46496
2020-08-17,46682
2020-08-18,46957
2020-08-19,47189
2020-08-20,47337
2020-08-22,47528
2020-08-24,47711
2020-08-27,47934
2020-08-29,48151
2020-09-01,48334
2020-09-02,48410
2020-09-03,48485
2020-09-19,51784
2020-09-20,52359
2020-09-21,52471
2020-09-23,52781
2020-09-24,52893
2020-09-27,53620
2020-09-28,53694
2020-09-30,54374
2020-10-01,54942
2020-10-02,55256
2020-10-03,55402
